sep=;
tinh;khu_vuc;loai_hinh;muc_dich;ky;gia_m2_trieu;gia_thap_trieu;gia_cao_trieu;nguon;cap_nhat;so_mau;nguon_link;mau_so;vi_tri
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2025-02;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2025-03;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2025-04;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2025-05;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2025-06;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2025-07;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2025-08;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2025-09;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2025-10;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2025-11;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2025-12;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2026-01;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2026-02;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2026-03;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2026-04;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2026-05;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2026-06;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2026-07;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2026-08;;;;;;;;dat;
Huế;Xã Chân Mây - Lăng Cô;Đất nền / Đất nền dự án;ban;2026-09;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2024-10;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2024-11;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2024-12;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2025-01;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2025-02;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2025-03;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2025-04;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2025-05;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2025-06;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2025-07;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2025-08;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2025-09;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2025-10;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2025-11;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2025-12;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2026-01;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2026-02;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2026-03;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2026-04;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2026-05;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2026-06;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2026-07;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2026-08;;;;;;;;dat;
Huế;Phường Thuận Hóa;Đất nền / Đất nền dự án;ban;2026-09;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2024-10;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2024-11;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2024-12;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2025-01;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2025-02;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2025-03;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2025-04;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2025-05;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2025-06;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2025-07;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2025-08;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2025-09;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2025-10;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2025-11;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2025-12;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2026-01;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2026-02;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2026-03;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2026-04;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2026-05;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2026-06;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2026-07;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2026-08;;;;;;;;dat;
Huế;Phường Kim Trà;Đất nền / Đất nền dự án;ban;2026-09;;;;;;;;dat;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2024-10;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2024-11;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2024-12;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2025-01;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2025-02;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2025-03;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2025-04;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2025-05;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2025-06;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2025-07;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2025-08;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2025-09;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2025-10;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2025-11;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2025-12;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2026-01;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2026-02;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2026-03;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2026-04;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2026-05;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2026-06;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2026-07;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2026-08;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà biệt thự / Liền kề;ban;2026-09;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2024-10;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2024-11;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2024-12;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2025-01;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2025-02;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2025-03;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2025-04;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2025-05;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2025-06;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2025-07;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2025-08;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2025-09;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2025-10;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2025-11;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2025-12;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2026-01;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2026-02;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2026-03;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2026-04;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2026-05;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2026-06;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2026-07;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2026-08;;;;;;;;san;
Huế;Phường Thuận Hóa;Nhà mặt phố;ban;2026-09;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2024-10;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2024-11;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2024-12;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2025-01;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2025-02;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2025-03;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2025-04;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2025-05;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2025-06;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2025-07;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2025-08;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2025-09;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2025-10;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2025-11;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2025-12;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2026-01;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2026-02;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2026-03;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2026-04;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2026-05;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2026-06;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2026-07;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2026-08;;;;;;;;san;
Huế;Phường Vỹ Dạ;Nhà riêng;ban;2026-09;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2024-10;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2024-11;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2024-12;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2025-01;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2025-02;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2025-03;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2025-04;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2025-05;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2025-06;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2025-07;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2025-08;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2025-09;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2025-10;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2025-11;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2025-12;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2026-01;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2026-02;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2026-03;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2026-04;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2026-05;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2026-06;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2026-07;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2026-08;;;;;;;;san;
Huế;Xã Chân Mây - Lăng Cô;Nhà riêng;ban;2026-09;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2024-10;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2024-11;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2024-12;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2025-01;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2025-02;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2025-03;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2025-04;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2025-05;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2025-06;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2025-07;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2025-08;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2025-09;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2025-10;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2025-11;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2025-12;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2026-01;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2026-02;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2026-03;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2026-04;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2026-05;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2026-06;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2026-07;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2026-08;;;;;;;;san;
Huế;Phường Mỹ Thượng;Nhà riêng;thue;2026-09;;;;;;;;san;
Huế;Phường Phú Xuân;Văn phòng;thue;2024-10;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2024-11;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2024-12;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2025-01;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2025-02;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2025-03;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2025-04;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2025-05;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2025-06;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2025-07;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2025-08;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2025-09;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2025-10;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2025-11;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2025-12;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2026-01;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2026-02;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2026-03;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2026-04;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2026-05;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2026-06;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2026-07;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2026-08;;;;;;;;dat;
Huế;Phường Phú Xuân;Văn phòng;thue;2026-09;;;;;;;;dat;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2024-10;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2024-11;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2024-12;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2025-01;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2025-02;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2025-03;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2025-04;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2025-05;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2025-06;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2025-07;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2025-08;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2025-09;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2025-10;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2025-11;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2025-12;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2026-01;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2026-02;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2026-03;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2026-04;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2026-05;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2026-06;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2026-07;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2026-08;;;;;;;;san;
Khánh Hòa;Phường Nam Nha Trang;Biệt thự / Liền kề;thue;2026-09;;;;;;;;san;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2024-10;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2024-11;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2024-12;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2025-01;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2025-02;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2025-03;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2025-04;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2025-05;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2025-06;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2025-07;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2025-08;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2025-09;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2025-10;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2025-11;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2025-12;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2026-01;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2026-02;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2026-03;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2026-04;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2026-05;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2026-06;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2026-07;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2026-08;;;;;;;;can;
Khánh Hòa;Phường Bắc Nha Trang;Căn hộ;thue;2026-09;;;;;;;;can;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2024-10;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2024-11;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2024-12;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2025-01;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2025-02;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2025-03;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2025-04;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2025-05;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2025-06;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2025-07;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2025-08;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2025-09;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2025-10;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2025-11;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2025-12;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2026-01;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2026-02;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2026-03;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2026-04;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2026-05;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2026-06;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2026-07;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2026-08;;;;;;;;dat;
Khánh Hòa;Phường Tây Nha Trang;Đất nền / Đất nền dự án;ban;2026-09;;;;;;;;dat;
Khánh Hòa;Phường Bắc Nha Trang;Đất nền / Đất nền dự án;ban;2024-10;;;;;;;;dat;
Khánh Hòa;Phường Bắc Nha Trang;Đất nền / Đất nền dự án;ban;2024-11;;;;;;;;dat;
Khánh Hòa;Phường Bắc Nha Trang;Đất nền / Đất nền dự án;ban;2024-12;;;;;;;;dat;
